SSID, BSS, RSSI, canal, hora
"IZZI-F7C2-5G", "C0:B1:01:DF:F7:C4", "-88", "153", "10:14:19"
"IZZI-F7C2-5G", "C0:B1:01:DF:F7:C4", "-88", "153", "10:14:21"
"IZZI-F7C2-5G", "C0:B1:01:DF:F7:C4", "-88", "153", "10:14:23"
"IZZI-F7C2-5G", "C0:B1:01:DF:F7:C4", "-88", "153", "10:14:26"
"IZZI-F7C2-5G", "C0:B1:01:DF:F7:C4", "-91", "153", "10:14:28"
"IZZI-F7C2-5G", "C0:B1:01:DF:F7:C4", "-93", "153", "10:14:31"
"IZZI-F7C2-5G", "C0:B1:01:DF:F7:C4", "-93", "153", "10:14:33"
"IZZI-F7C2-5G", "C0:B1:01:DF:F7:C4", "-88", "153", "10:14:35"
"IZZI-F7C2-5G", "C0:B1:01:DF:F7:C4", "-89", "153", "10:14:38"
"IZZI-F7C2-5G", "C0:B1:01:DF:F7:C4", "-89", "153", "10:14:40"
"IZZI-F7C2-5G", "C0:B1:01:DF:F7:C4", "-89", "153", "10:14:43"
"IZZI-F7C2-5G", "C0:B1:01:DF:F7:C4", "-89", "153", "10:14:45"
"IZZI-F7C2-5G", "C0:B1:01:DF:F7:C4", "-89", "153", "10:14:48"
"IZZI-F7C2-5G", "C0:B1:01:DF:F7:C4", "-89", "153", "10:14:50"
"IZZI-F7C2-5G", "C0:B1:01:DF:F7:C4", "-89", "153", "10:14:53"
"IZZI-F7C2-5G", "C0:B1:01:DF:F7:C4", "-89", "153", "10:14:55"
"IZZI-F7C2-5G", "C0:B1:01:DF:F7:C4", "-91", "153", "10:14:57"
"IZZI-F7C2-5G", "C0:B1:01:DF:F7:C4", "-91", "153", "10:15:00"
"INFINITUM4151_2.4", "D4:63:FE:6B:AC:02", "-88", "11", "10:14:16"
"INFINITUM4151_2.4", "D4:63:FE:6B:AC:02", "-88", "11", "10:14:19"
"INFINITUM4151_2.4", "D4:63:FE:6B:AC:02", "-88", "11", "10:14:21"
"INFINITUM4151_2.4", "D4:63:FE:6B:AC:02", "-90", "11", "10:14:23"
"INFINITUM4151_2.4", "D4:63:FE:6B:AC:02", "-90", "11", "10:14:26"
"INFINITUM4151_2.4", "D4:63:FE:6B:AC:02", "-90", "11", "10:14:28"
"INFINITUM4151_2.4", "D4:63:FE:6B:AC:02", "-85", "11", "10:14:31"
"INFINITUM4151_2.4", "D4:63:FE:6B:AC:02", "-88", "11", "10:14:33"
"INFINITUM4151_2.4", "D4:63:FE:6B:AC:02", "-85", "11", "10:14:35"
"INFINITUM4151_2.4", "D4:63:FE:6B:AC:02", "-86", "11", "10:14:38"
"INFINITUM4151_2.4", "D4:63:FE:6B:AC:02", "-86", "11", "10:14:40"
"INFINITUM4151_2.4", "D4:63:FE:6B:AC:02", "-91", "11", "10:14:43"
"INFINITUM4151_2.4", "D4:63:FE:6B:AC:02", "-88", "11", "10:14:45"
"INFINITUM4151_2.4", "D4:63:FE:6B:AC:02", "-89", "11", "10:14:48"
"INFINITUM4151_2.4", "D4:63:FE:6B:AC:02", "-89", "11", "10:14:50"
"INFINITUM4151_2.4", "D4:63:FE:6B:AC:02", "-89", "11", "10:14:53"
"INFINITUM4151_2.4", "D4:63:FE:6B:AC:02", "-89", "11", "10:14:55"
"INFINITUM4151_2.4", "D4:63:FE:6B:AC:02", "-89", "11", "10:14:57"
"INFINITUM4151_2.4", "D4:63:FE:6B:AC:02", "-89", "11", "10:15:00"
"IZZI-26AD-5G", "5C:A4:F4:2C:26:AF", "-86", "44", "10:14:09"
"IZZI-26AD-5G", "5C:A4:F4:2C:26:AF", "-86", "44", "10:14:11"
"IZZI-26AD-5G", "5C:A4:F4:2C:26:AF", "-83", "44", "10:14:14"
"IZZI-26AD-5G", "5C:A4:F4:2C:26:AF", "-81", "44", "10:14:16"
"IZZI-26AD-5G", "5C:A4:F4:2C:26:AF", "-84", "44", "10:14:19"
"IZZI-26AD-5G", "5C:A4:F4:2C:26:AF", "-90", "44", "10:14:21"
"IZZI-26AD-5G", "5C:A4:F4:2C:26:AF", "-90", "44", "10:14:23"
"IZZI-26AD-5G", "5C:A4:F4:2C:26:AF", "-90", "44", "10:14:26"
"IZZI-26AD-5G", "5C:A4:F4:2C:26:AF", "-83", "44", "10:14:28"
"IZZI-26AD-5G", "5C:A4:F4:2C:26:AF", "-87", "44", "10:14:31"
"IZZI-26AD-5G", "5C:A4:F4:2C:26:AF", "-84", "44", "10:14:33"
"IZZI-26AD-5G", "5C:A4:F4:2C:26:AF", "-85", "44", "10:14:35"
"IZZI-26AD-5G", "5C:A4:F4:2C:26:AF", "-82", "44", "10:14:38"
"IZZI-26AD-5G", "5C:A4:F4:2C:26:AF", "-88", "44", "10:14:40"
"IZZI-26AD-5G", "5C:A4:F4:2C:26:AF", "-89", "44", "10:14:43"
"IZZI-26AD-5G", "5C:A4:F4:2C:26:AF", "-87", "44", "10:14:45"
"IZZI-26AD-5G", "5C:A4:F4:2C:26:AF", "-90", "44", "10:14:48"
"IZZI-26AD-5G", "5C:A4:F4:2C:26:AF", "-86", "44", "10:14:50"
"IZZI-26AD-5G", "5C:A4:F4:2C:26:AF", "-90", "44", "10:14:53"
"IZZI-26AD-5G", "5C:A4:F4:2C:26:AF", "-83", "44", "10:14:55"
"IZZI-26AD-5G", "5C:A4:F4:2C:26:AF", "-89", "44", "10:14:57"
"IZZI-26AD-5G", "5C:A4:F4:2C:26:AF", "-85", "44", "10:15:00"
"ilforte", "5C:A4:F4:CE:41:92", "-78", "5", "10:14:09"
"ilforte", "5C:A4:F4:CE:41:92", "-69", "5", "10:14:11"
"ilforte", "5C:A4:F4:CE:41:92", "-68", "5", "10:14:14"
"ilforte", "5C:A4:F4:CE:41:92", "-74", "5", "10:14:16"
"ilforte", "5C:A4:F4:CE:41:92", "-74", "5", "10:14:19"
"ilforte", "5C:A4:F4:CE:41:92", "-70", "5", "10:14:21"
"ilforte", "5C:A4:F4:CE:41:92", "-68", "5", "10:14:23"
"ilforte", "5C:A4:F4:CE:41:92", "-69", "5", "10:14:26"
"ilforte", "5C:A4:F4:CE:41:92", "-73", "5", "10:14:28"
"ilforte", "5C:A4:F4:CE:41:92", "-77", "5", "10:14:31"
"ilforte", "5C:A4:F4:CE:41:92", "-72", "5", "10:14:33"
"ilforte", "5C:A4:F4:CE:41:92", "-75", "5", "10:14:35"
"ilforte", "5C:A4:F4:CE:41:92", "-74", "5", "10:14:38"
"ilforte", "5C:A4:F4:CE:41:92", "-74", "5", "10:14:40"
"ilforte", "5C:A4:F4:CE:41:92", "-74", "5", "10:14:43"
"ilforte", "5C:A4:F4:CE:41:92", "-74", "5", "10:14:45"
"ilforte", "5C:A4:F4:CE:41:92", "-70", "5", "10:14:48"
"ilforte", "5C:A4:F4:CE:41:92", "-75", "5", "10:14:50"
"ilforte", "5C:A4:F4:CE:41:92", "-75", "5", "10:14:53"
"ilforte", "5C:A4:F4:CE:41:92", "-75", "5", "10:14:55"
"ilforte", "5C:A4:F4:CE:41:92", "-71", "5", "10:14:57"
"ilforte", "5C:A4:F4:CE:41:92", "-71", "5", "10:15:00"
"INFINITUM06AE", "30:37:B3:52:3F:68", "-60", "149", "10:14:09"
"INFINITUM06AE", "30:37:B3:52:3F:68", "-63", "149", "10:14:11"
"INFINITUM06AE", "30:37:B3:52:3F:68", "-56", "149", "10:14:14"
"INFINITUM06AE", "30:37:B3:52:3F:68", "-61", "149", "10:14:16"
"INFINITUM06AE", "30:37:B3:52:3F:68", "-60", "149", "10:14:19"
"INFINITUM06AE", "30:37:B3:52:3F:68", "-60", "149", "10:14:21"
"INFINITUM06AE", "30:37:B3:52:3F:68", "-61", "149", "10:14:23"
"INFINITUM06AE", "30:37:B3:52:3F:68", "-56", "149", "10:14:26"
"INFINITUM06AE", "30:37:B3:52:3F:68", "-62", "149", "10:14:28"
"INFINITUM06AE", "30:37:B3:52:3F:68", "-68", "149", "10:14:31"
"INFINITUM06AE", "30:37:B3:52:3F:68", "-61", "149", "10:14:33"
"INFINITUM06AE", "30:37:B3:52:3F:68", "-60", "149", "10:14:35"
"INFINITUM06AE", "30:37:B3:52:3F:68", "-59", "149", "10:14:38"
"INFINITUM06AE", "30:37:B3:52:3F:68", "-64", "149", "10:14:40"
"INFINITUM06AE", "30:37:B3:52:3F:68", "-64", "149", "10:14:43"
"INFINITUM06AE", "30:37:B3:52:3F:68", "-61", "149", "10:14:45"
"INFINITUM06AE", "30:37:B3:52:3F:68", "-66", "149", "10:14:48"
"INFINITUM06AE", "30:37:B3:52:3F:68", "-61", "149", "10:14:50"
"INFINITUM06AE", "30:37:B3:52:3F:68", "-55", "149", "10:14:53"
"INFINITUM06AE", "30:37:B3:52:3F:68", "-64", "149", "10:14:55"
"INFINITUM06AE", "30:37:B3:52:3F:68", "-68", "149", "10:14:57"
"INFINITUM06AE", "30:37:B3:52:3F:68", "-64", "149", "10:15:00"
"", "5E:A4:F4:3C:26:AF", "-81", "44", "10:14:16"
"", "5E:A4:F4:3C:26:AF", "-81", "44", "10:14:19"
"", "5E:A4:F4:3C:26:AF", "-89", "44", "10:14:21"
"", "5E:A4:F4:3C:26:AF", "-89", "44", "10:14:23"
"", "5E:A4:F4:3C:26:AF", "-89", "44", "10:14:26"
"", "5E:A4:F4:3C:26:AF", "-89", "44", "10:14:28"
"", "5E:A4:F4:3C:26:AF", "-89", "44", "10:14:31"
"", "5E:A4:F4:3C:26:AF", "-84", "44", "10:14:33"
"", "5E:A4:F4:3C:26:AF", "-84", "44", "10:14:35"
"", "5E:A4:F4:3C:26:AF", "-84", "44", "10:14:38"
"", "5E:A4:F4:3C:26:AF", "-88", "44", "10:14:40"
"", "5E:A4:F4:3C:26:AF", "-89", "44", "10:14:43"
"", "5E:A4:F4:3C:26:AF", "-87", "44", "10:14:45"
"", "5E:A4:F4:3C:26:AF", "-89", "44", "10:14:48"
"", "5E:A4:F4:3C:26:AF", "-89", "44", "10:14:50"
"", "5E:A4:F4:3C:26:AF", "-89", "44", "10:14:53"
"", "5E:A4:F4:3C:26:AF", "-89", "44", "10:14:55"
"", "5E:A4:F4:3C:26:AF", "-88", "44", "10:14:57"
"", "5E:A4:F4:3C:26:AF", "-88", "44", "10:15:00"
"IZZI-740F", "18:9C:27:59:19:E5", "-85", "6", "10:14:14"
"IZZI-740F", "18:9C:27:59:19:E5", "-85", "6", "10:14:16"
"IZZI-740F", "18:9C:27:59:19:E5", "-85", "6", "10:14:19"
"IZZI-740F", "18:9C:27:59:19:E5", "-85", "6", "10:14:21"
"IZZI-740F", "18:9C:27:59:19:E5", "-85", "6", "10:14:23"
"IZZI-740F", "18:9C:27:59:19:E5", "-85", "6", "10:14:26"
"IZZI-740F", "18:9C:27:59:19:E5", "-85", "6", "10:14:28"
"IZZI-740F", "18:9C:27:59:19:E5", "-85", "6", "10:14:31"
"IZZI-740F", "18:9C:27:59:19:E5", "-85", "6", "10:14:33"
"IZZI-740F", "18:9C:27:59:19:E5", "-85", "6", "10:14:35"
"IZZI-740F", "18:9C:27:59:19:E5", "-82", "6", "10:14:38"
"IZZI-740F", "18:9C:27:59:19:E5", "-82", "6", "10:14:40"
"IZZI-740F", "18:9C:27:59:19:E5", "-84", "6", "10:14:43"
"IZZI-740F", "18:9C:27:59:19:E5", "-84", "6", "10:14:45"
"IZZI-740F", "18:9C:27:59:19:E5", "-84", "6", "10:14:48"
"IZZI-740F", "18:9C:27:59:19:E5", "-84", "6", "10:14:50"
"IZZI-740F", "18:9C:27:59:19:E5", "-84", "6", "10:14:53"
"IZZI-740F", "18:9C:27:59:19:E5", "-84", "6", "10:14:55"
"IZZI-740F", "18:9C:27:59:19:E5", "-84", "6", "10:14:57"
"IZZI-740F", "18:9C:27:59:19:E5", "-84", "6", "10:15:00"
"IZZI-F07C-5G", "5C:A4:F4:02:F0:7E", "-91", "52", "10:14:09"
"IZZI-F07C-5G", "5C:A4:F4:02:F0:7E", "-90", "52", "10:14:11"
"IZZI-F07C-5G", "5C:A4:F4:02:F0:7E", "-91", "52", "10:14:14"
"IZZI-F07C-5G", "5C:A4:F4:02:F0:7E", "-88", "52", "10:14:16"
"IZZI-F07C-5G", "5C:A4:F4:02:F0:7E", "-86", "52", "10:14:19"
"IZZI-F07C-5G", "5C:A4:F4:02:F0:7E", "-88", "52", "10:14:21"
"IZZI-F07C-5G", "5C:A4:F4:02:F0:7E", "-89", "52", "10:14:23"
"IZZI-F07C-5G", "5C:A4:F4:02:F0:7E", "-85", "52", "10:14:26"
"IZZI-F07C-5G", "5C:A4:F4:02:F0:7E", "-89", "52", "10:14:28"
"IZZI-F07C-5G", "5C:A4:F4:02:F0:7E", "-85", "52", "10:14:31"
"IZZI-F07C-5G", "5C:A4:F4:02:F0:7E", "-85", "52", "10:14:33"
"IZZI-F07C-5G", "5C:A4:F4:02:F0:7E", "-86", "52", "10:14:35"
"IZZI-F07C-5G", "5C:A4:F4:02:F0:7E", "-87", "52", "10:14:38"
"IZZI-F07C-5G", "5C:A4:F4:02:F0:7E", "-84", "52", "10:14:40"
"IZZI-F07C-5G", "5C:A4:F4:02:F0:7E", "-85", "52", "10:14:43"
"IZZI-F07C-5G", "5C:A4:F4:02:F0:7E", "-82", "52", "10:14:45"
"IZZI-F07C-5G", "5C:A4:F4:02:F0:7E", "-85", "52", "10:14:48"
"IZZI-F07C-5G", "5C:A4:F4:02:F0:7E", "-85", "52", "10:14:50"
"IZZI-F07C-5G", "5C:A4:F4:02:F0:7E", "-85", "52", "10:14:53"
"IZZI-F07C-5G", "5C:A4:F4:02:F0:7E", "-87", "52", "10:14:55"
"IZZI-F07C-5G", "5C:A4:F4:02:F0:7E", "-88", "52", "10:14:57"
"IZZI-F07C-5G", "5C:A4:F4:02:F0:7E", "-85", "52", "10:15:00"
"IZZI-D770", "5C:A4:F4:F3:D7:70", "-90", "2", "10:14:14"
"IZZI-D770", "5C:A4:F4:F3:D7:70", "-90", "2", "10:14:16"
"IZZI-D770", "5C:A4:F4:F3:D7:70", "-90", "2", "10:14:19"
"IZZI-D770", "5C:A4:F4:F3:D7:70", "-90", "2", "10:14:21"
"IZZI-D770", "5C:A4:F4:F3:D7:70", "-90", "2", "10:14:23"
"IZZI-D770", "5C:A4:F4:F3:D7:70", "-90", "2", "10:14:26"
"IZZI-D770", "5C:A4:F4:F3:D7:70", "-90", "2", "10:14:28"
"IZZI-D770", "5C:A4:F4:F3:D7:70", "-90", "2", "10:14:31"
"IZZI-D770", "5C:A4:F4:F3:D7:70", "-90", "2", "10:14:33"
"IZZI-D770", "5C:A4:F4:F3:D7:70", "-90", "2", "10:14:35"
"IZZI-D770", "5C:A4:F4:F3:D7:70", "-90", "2", "10:14:38"
"IZZI-D770", "5C:A4:F4:F3:D7:70", "-90", "2", "10:14:40"
"IZZI-A372", "5C:A4:F4:D7:A3:72", "-91", "8", "10:14:11"
"IZZI-A372", "5C:A4:F4:D7:A3:72", "-91", "8", "10:14:14"
"IZZI-A372", "5C:A4:F4:D7:A3:72", "-91", "8", "10:14:16"
"IZZI-A372", "5C:A4:F4:D7:A3:72", "-91", "8", "10:14:19"
"IZZI-A372", "5C:A4:F4:D7:A3:72", "-91", "8", "10:14:21"
"IZZI-A372", "5C:A4:F4:D7:A3:72", "-91", "8", "10:14:23"
"IZZI-A372", "5C:A4:F4:D7:A3:72", "-84", "8", "10:14:26"
"IZZI-A372", "5C:A4:F4:D7:A3:72", "-84", "8", "10:14:28"
"IZZI-A372", "5C:A4:F4:D7:A3:72", "-88", "8", "10:14:31"
"IZZI-A372", "5C:A4:F4:D7:A3:72", "-88", "8", "10:14:33"
"IZZI-A372", "5C:A4:F4:D7:A3:72", "-88", "8", "10:14:35"
"IZZI-A372", "5C:A4:F4:D7:A3:72", "-90", "8", "10:14:38"
"IZZI-A372", "5C:A4:F4:D7:A3:72", "-91", "8", "10:14:40"
"IZZI-A372", "5C:A4:F4:D7:A3:72", "-91", "8", "10:14:43"
"IZZI-A372", "5C:A4:F4:D7:A3:72", "-91", "8", "10:14:45"
"IZZI-A372", "5C:A4:F4:D7:A3:72", "-91", "8", "10:14:48"
"IZZI-A372", "5C:A4:F4:D7:A3:72", "-84", "8", "10:14:50"
"IZZI-A372", "5C:A4:F4:D7:A3:72", "-84", "8", "10:14:53"
"IZZI-A372", "5C:A4:F4:D7:A3:72", "-82", "8", "10:14:55"
"IZZI-A372", "5C:A4:F4:D7:A3:72", "-82", "8", "10:14:57"
"IZZI-A372", "5C:A4:F4:D7:A3:72", "-82", "8", "10:15:00"
"MikeWuniz", "26:A4:3C:31:20:9C", "-89", "11", "10:14:11"
"MikeWuniz", "26:A4:3C:31:20:9C", "-89", "11", "10:14:14"
"MikeWuniz", "26:A4:3C:31:20:9C", "-90", "11", "10:14:16"
"MikeWuniz", "26:A4:3C:31:20:9C", "-90", "11", "10:14:19"
"MikeWuniz", "26:A4:3C:31:20:9C", "-90", "11", "10:14:21"
"MikeWuniz", "26:A4:3C:31:20:9C", "-90", "11", "10:14:23"
"MikeWuniz", "26:A4:3C:31:20:9C", "-90", "11", "10:14:26"
"MikeWuniz", "26:A4:3C:31:20:9C", "-90", "11", "10:14:28"
"MikeWuniz", "26:A4:3C:31:20:9C", "-85", "11", "10:14:31"
"MikeWuniz", "26:A4:3C:31:20:9C", "-85", "11", "10:14:33"
"MikeWuniz", "26:A4:3C:31:20:9C", "-85", "11", "10:14:35"
"MikeWuniz", "26:A4:3C:31:20:9C", "-85", "11", "10:14:38"
"MikeWuniz", "26:A4:3C:31:20:9C", "-85", "11", "10:14:40"
"MikeWuniz", "26:A4:3C:31:20:9C", "-85", "11", "10:14:43"
"MikeWuniz", "26:A4:3C:31:20:9C", "-86", "11", "10:14:45"
"MikeWuniz", "26:A4:3C:31:20:9C", "-86", "11", "10:14:48"
"MikeWuniz", "26:A4:3C:31:20:9C", "-86", "11", "10:14:50"
"MikeWuniz", "26:A4:3C:31:20:9C", "-86", "11", "10:14:53"
"MikeWuniz", "26:A4:3C:31:20:9C", "-86", "11", "10:14:55"
"MikeWuniz", "26:A4:3C:31:20:9C", "-86", "11", "10:14:57"
"MikeWuniz", "26:A4:3C:31:20:9C", "-87", "11", "10:15:00"
"IZZI-B5A0", "30:CC:21:EF:B5:A0", "-91", "6", "10:14:16"
"IZZI-B5A0", "30:CC:21:EF:B5:A0", "-87", "6", "10:14:19"
"IZZI-B5A0", "30:CC:21:EF:B5:A0", "-87", "6", "10:14:21"
"IZZI-B5A0", "30:CC:21:EF:B5:A0", "-87", "6", "10:14:23"
"IZZI-B5A0", "30:CC:21:EF:B5:A0", "-87", "6", "10:14:26"
"IZZI-B5A0", "30:CC:21:EF:B5:A0", "-87", "6", "10:14:28"
"IZZI-B5A0", "30:CC:21:EF:B5:A0", "-87", "6", "10:14:31"
"IZZI-B5A0", "30:CC:21:EF:B5:A0", "-83", "6", "10:14:33"
"IZZI-B5A0", "30:CC:21:EF:B5:A0", "-83", "6", "10:14:35"
"IZZI-B5A0", "30:CC:21:EF:B5:A0", "-83", "6", "10:14:38"
"IZZI-B5A0", "30:CC:21:EF:B5:A0", "-85", "6", "10:14:40"
"IZZI-B5A0", "30:CC:21:EF:B5:A0", "-85", "6", "10:14:43"
"IZZI-B5A0", "30:CC:21:EF:B5:A0", "-85", "6", "10:14:45"
"IZZI-B5A0", "30:CC:21:EF:B5:A0", "-85", "6", "10:14:48"
"IZZI-B5A0", "30:CC:21:EF:B5:A0", "-85", "6", "10:14:50"
"IZZI-B5A0", "30:CC:21:EF:B5:A0", "-85", "6", "10:14:53"
"IZZI-B5A0", "30:CC:21:EF:B5:A0", "-85", "6", "10:14:55"
"IZZI-B5A0", "30:CC:21:EF:B5:A0", "-85", "6", "10:14:57"
"IZZI-B5A0", "30:CC:21:EF:B5:A0", "-85", "6", "10:15:00"
"ilforte-5G", "5C:A4:F4:CE:41:94", "-79", "52", "10:14:09"
"ilforte-5G", "5C:A4:F4:CE:41:94", "-83", "52", "10:14:11"
"ilforte-5G", "5C:A4:F4:CE:41:94", "-84", "52", "10:14:14"
"ilforte-5G", "5C:A4:F4:CE:41:94", "-78", "52", "10:14:16"
"ilforte-5G", "5C:A4:F4:CE:41:94", "-76", "52", "10:14:19"
"ilforte-5G", "5C:A4:F4:CE:41:94", "-81", "52", "10:14:21"
"ilforte-5G", "5C:A4:F4:CE:41:94", "-85", "52", "10:14:23"
"ilforte-5G", "5C:A4:F4:CE:41:94", "-78", "52", "10:14:26"
"ilforte-5G", "5C:A4:F4:CE:41:94", "-78", "52", "10:14:28"
"ilforte-5G", "5C:A4:F4:CE:41:94", "-82", "52", "10:14:31"
"ilforte-5G", "5C:A4:F4:CE:41:94", "-82", "52", "10:14:33"
"ilforte-5G", "5C:A4:F4:CE:41:94", "-81", "52", "10:14:35"
"ilforte-5G", "5C:A4:F4:CE:41:94", "-80", "52", "10:14:38"
"ilforte-5G", "5C:A4:F4:CE:41:94", "-81", "52", "10:14:40"
"ilforte-5G", "5C:A4:F4:CE:41:94", "-81", "52", "10:14:43"
"ilforte-5G", "5C:A4:F4:CE:41:94", "-79", "52", "10:14:45"
"ilforte-5G", "5C:A4:F4:CE:41:94", "-79", "52", "10:14:48"
"ilforte-5G", "5C:A4:F4:CE:41:94", "-82", "52", "10:14:50"
"ilforte-5G", "5C:A4:F4:CE:41:94", "-82", "52", "10:14:53"
"ilforte-5G", "5C:A4:F4:CE:41:94", "-91", "52", "10:14:55"
"ilforte-5G", "5C:A4:F4:CE:41:94", "-82", "52", "10:14:57"
"ilforte-5G", "5C:A4:F4:CE:41:94", "-79", "52", "10:15:00"
"IZZI-740F-5G", "18:9C:27:59:19:E6", "-95", "36", "10:14:09"
"IZZI-740F-5G", "18:9C:27:59:19:E6", "-95", "36", "10:14:11"
"IZZI-740F-5G", "18:9C:27:59:19:E6", "-94", "36", "10:14:14"
"IZZI-740F-5G", "18:9C:27:59:19:E6", "-94", "36", "10:14:16"
"IZZI-740F-5G", "18:9C:27:59:19:E6", "-94", "36", "10:14:19"
"IZZI-740F-5G", "18:9C:27:59:19:E6", "-94", "36", "10:14:21"
"IZZI-740F-5G", "18:9C:27:59:19:E6", "-94", "36", "10:14:23"
"IZZI-740F-5G", "18:9C:27:59:19:E6", "-94", "36", "10:14:26"
"IZZI-740F-5G", "18:9C:27:59:19:E6", "-94", "36", "10:14:28"
"IZZI-740F-5G", "18:9C:27:59:19:E6", "-94", "36", "10:14:31"
"IZZI-740F-5G", "18:9C:27:59:19:E6", "-94", "36", "10:14:33"
"IZZI-740F-5G", "18:9C:27:59:19:E6", "-94", "36", "10:14:35"
"IZZI-740F-5G", "18:9C:27:59:19:E6", "-94", "36", "10:14:38"
"IZZI-740F-5G", "18:9C:27:59:19:E6", "-94", "36", "10:14:40"
"IZZI-740F-5G", "18:9C:27:59:19:E6", "-94", "36", "10:14:43"
"IZZI-740F-5G", "18:9C:27:59:19:E6", "-95", "36", "10:14:45"
"IZZI-740F-5G", "18:9C:27:59:19:E6", "-95", "36", "10:14:48"
"IZZI-740F-5G", "18:9C:27:59:19:E6", "-95", "36", "10:14:50"
"IZZI-740F-5G", "18:9C:27:59:19:E6", "-94", "36", "10:14:53"
"IZZI-740F-5G", "18:9C:27:59:19:E6", "-94", "36", "10:14:55"
"IZZI-740F-5G", "18:9C:27:59:19:E6", "-94", "36", "10:14:57"
"IZZI-740F-5G", "18:9C:27:59:19:E6", "-94", "36", "10:15:00"
"IZZI-1D3E", "30:CC:21:FC:1D:3E", "-88", "10", "10:14:26"
"IZZI-1D3E", "30:CC:21:FC:1D:3E", "-88", "10", "10:14:28"
"IZZI-1D3E", "30:CC:21:FC:1D:3E", "-88", "10", "10:14:31"
"IZZI-1D3E", "30:CC:21:FC:1D:3E", "-88", "10", "10:14:33"
"IZZI-1D3E", "30:CC:21:FC:1D:3E", "-91", "10", "10:14:35"
"IZZI-1D3E", "30:CC:21:FC:1D:3E", "-91", "10", "10:14:38"
"IZZI-1D3E", "30:CC:21:FC:1D:3E", "-91", "10", "10:14:40"
"IZZI-1D3E", "30:CC:21:FC:1D:3E", "-91", "10", "10:14:43"
"IZZI-1D3E", "30:CC:21:FC:1D:3E", "-91", "10", "10:14:45"
"IZZI-1D3E", "30:CC:21:FC:1D:3E", "-91", "10", "10:14:48"
"IZZI-1D3E", "30:CC:21:FC:1D:3E", "-91", "10", "10:14:50"
"IZZI-1D3E", "30:CC:21:FC:1D:3E", "-91", "10", "10:14:53"
"IZZI-1D3E", "30:CC:21:FC:1D:3E", "-91", "10", "10:14:55"
"IZZI-1D3E", "30:CC:21:FC:1D:3E", "-91", "10", "10:14:57"
"IZZI-1D3E", "30:CC:21:FC:1D:3E", "-91", "10", "10:15:00"
"IZZI-1282", "5C:A4:F4:08:12:82", "-88", "10", "10:14:16"
"IZZI-1282", "5C:A4:F4:08:12:82", "-88", "10", "10:14:19"
"IZZI-1282", "5C:A4:F4:08:12:82", "-88", "10", "10:14:21"
"IZZI-1282", "5C:A4:F4:08:12:82", "-88", "10", "10:14:23"
"IZZI-1282", "5C:A4:F4:08:12:82", "-88", "10", "10:14:26"
"IZZI-1282", "5C:A4:F4:08:12:82", "-88", "10", "10:14:28"
"IZZI-1282", "5C:A4:F4:08:12:82", "-88", "10", "10:14:31"
"IZZI-1282", "5C:A4:F4:08:12:82", "-88", "10", "10:14:33"
"IZZI-1282", "5C:A4:F4:08:12:82", "-88", "10", "10:14:35"
"IZZI-1282", "5C:A4:F4:08:12:82", "-89", "10", "10:14:38"
"IZZI-1282", "5C:A4:F4:08:12:82", "-89", "10", "10:14:40"
"IZZI-1282", "5C:A4:F4:08:12:82", "-89", "10", "10:14:43"
"IZZI-1282", "5C:A4:F4:08:12:82", "-89", "10", "10:14:45"
"IZZI-1282", "5C:A4:F4:08:12:82", "-89", "10", "10:14:48"
"IZZI-1282", "5C:A4:F4:08:12:82", "-89", "10", "10:14:50"
"IZZI-1282", "5C:A4:F4:08:12:82", "-89", "10", "10:14:53"
"IZZI-1282", "5C:A4:F4:08:12:82", "-89", "10", "10:14:55"
"IZZI-1282", "5C:A4:F4:08:12:82", "-89", "10", "10:14:57"
"IZZI-1282", "5C:A4:F4:08:12:82", "-89", "10", "10:15:00"
"", "E2:A1:CE:BC:BD:4E", "-93", "60", "10:14:09"
"", "E2:A1:CE:BC:BD:4E", "-93", "60", "10:14:11"
"", "E2:A1:CE:BC:BD:4E", "-93", "60", "10:14:14"
"", "E2:A1:CE:BC:BD:4E", "-91", "60", "10:14:16"
"", "E2:A1:CE:BC:BD:4E", "-91", "60", "10:14:19"
"", "E2:A1:CE:BC:BD:4E", "-91", "60", "10:14:21"
"", "E2:A1:CE:BC:BD:4E", "-91", "60", "10:14:23"
"", "E2:A1:CE:BC:BD:4E", "-94", "60", "10:14:26"
"", "E2:A1:CE:BC:BD:4E", "-94", "60", "10:14:28"
"", "E2:A1:CE:BC:BD:4E", "-94", "60", "10:14:31"
"", "E2:A1:CE:BC:BD:4E", "-94", "60", "10:14:33"
"", "E2:A1:CE:BC:BD:4E", "-94", "60", "10:14:35"
"", "E2:A1:CE:BC:BD:4E", "-94", "60", "10:14:38"
"", "E2:A1:CE:BC:BD:4E", "-94", "60", "10:14:40"
"", "E2:A1:CE:BC:BD:4E", "-94", "60", "10:14:43"
"", "E2:A1:CE:BC:BD:4E", "-94", "60", "10:14:45"
"", "E2:A1:CE:BC:BD:4E", "-93", "60", "10:14:48"
"", "E2:A1:CE:BC:BD:4E", "-93", "60", "10:14:50"
"", "E2:A1:CE:BC:BD:4E", "-93", "60", "10:14:53"
"", "E2:A1:CE:BC:BD:4E", "-94", "60", "10:14:55"
"", "E2:A1:CE:BC:BD:4E", "-94", "60", "10:14:57"
