SSID, BSS, RSSI, canal, hora
"", "E2:A1:CE:BC:BD:4E", "-94", "60", "10:15:00"
"IZZI-B5A0-5G", "30:CC:21:EF:B5:A2", "-93", "64", "10:14:19"
"IZZI-B5A0-5G", "30:CC:21:EF:B5:A2", "-93", "64", "10:14:21"
"IZZI-B5A0-5G", "30:CC:21:EF:B5:A2", "-94", "64", "10:14:23"
"IZZI-B5A0-5G", "30:CC:21:EF:B5:A2", "-94", "64", "10:14:26"
"IZZI-B5A0-5G", "30:CC:21:EF:B5:A2", "-94", "64", "10:14:28"
"IZZI-B5A0-5G", "30:CC:21:EF:B5:A2", "-94", "64", "10:14:31"
"IZZI-B5A0-5G", "30:CC:21:EF:B5:A2", "-94", "64", "10:14:33"
"IZZI-B5A0-5G", "30:CC:21:EF:B5:A2", "-94", "64", "10:14:35"
"IZZI-B5A0-5G", "30:CC:21:EF:B5:A2", "-94", "64", "10:14:38"
"IZZI-B5A0-5G", "30:CC:21:EF:B5:A2", "-94", "64", "10:14:40"
"IZZI-B5A0-5G", "30:CC:21:EF:B5:A2", "-94", "64", "10:14:43"
"IZZI-B5A0-5G", "30:CC:21:EF:B5:A2", "-94", "64", "10:14:45"
"IZZI-B5A0-5G", "30:CC:21:EF:B5:A2", "-94", "64", "10:14:48"
"IZZI-B5A0-5G", "30:CC:21:EF:B5:A2", "-94", "64", "10:14:50"
"IZZI-B5A0-5G", "30:CC:21:EF:B5:A2", "-94", "64", "10:14:53"
"IZZI-B5A0-5G", "30:CC:21:EF:B5:A2", "-94", "64", "10:14:57"
"IZZI-B5A0-5G", "30:CC:21:EF:B5:A2", "-94", "64", "10:15:00"
"INFINITUM0296_2.4", "D4:63:FE:BE:A6:DF", "-89", "4", "10:14:11"
"INFINITUM0296_2.4", "D4:63:FE:BE:A6:DF", "-89", "4", "10:14:14"
"INFINITUM0296_2.4", "D4:63:FE:BE:A6:DF", "-89", "4", "10:14:16"
"INFINITUM0296_2.4", "D4:63:FE:BE:A6:DF", "-89", "4", "10:14:19"
"INFINITUM0296_2.4", "D4:63:FE:BE:A6:DF", "-85", "4", "10:14:21"
"INFINITUM0296_2.4", "D4:63:FE:BE:A6:DF", "-85", "4", "10:14:23"
"INFINITUM0296_2.4", "D4:63:FE:BE:A6:DF", "-89", "4", "10:14:26"
"INFINITUM0296_2.4", "D4:63:FE:BE:A6:DF", "-89", "4", "10:14:28"
"INFINITUM0296_2.4", "D4:63:FE:BE:A6:DF", "-89", "4", "10:14:31"
"INFINITUM0296_2.4", "D4:63:FE:BE:A6:DF", "-89", "4", "10:14:33"
"INFINITUM0296_2.4", "D4:63:FE:BE:A6:DF", "-81", "4", "10:14:35"
"INFINITUM0296_2.4", "D4:63:FE:BE:A6:DF", "-84", "4", "10:14:38"
"INFINITUM0296_2.4", "D4:63:FE:BE:A6:DF", "-89", "4", "10:14:40"
"INFINITUM0296_2.4", "D4:63:FE:BE:A6:DF", "-89", "4", "10:14:43"
"INFINITUM0296_2.4", "D4:63:FE:BE:A6:DF", "-89", "4", "10:14:45"
"INFINITUM0296_2.4", "D4:63:FE:BE:A6:DF", "-83", "4", "10:14:48"
"INFINITUM0296_2.4", "D4:63:FE:BE:A6:DF", "-82", "4", "10:14:50"
"INFINITUM0296_2.4", "D4:63:FE:BE:A6:DF", "-82", "4", "10:14:53"
"INFINITUM0296_2.4", "D4:63:FE:BE:A6:DF", "-82", "4", "10:14:55"
"INFINITUM0296_2.4", "D4:63:FE:BE:A6:DF", "-82", "4", "10:14:57"
"INFINITUM0296_2.4", "D4:63:FE:BE:A6:DF", "-86", "4", "10:15:00"
"INFINITUM4151_5", "D4:63:FE:6B:AC:06", "-94", "100", "10:14:09"
"INFINITUM4151_5", "D4:63:FE:6B:AC:06", "-94", "100", "10:14:11"
"INFINITUM4151_5", "D4:63:FE:6B:AC:06", "-92", "100", "10:14:14"
"INFINITUM4151_5", "D4:63:FE:6B:AC:06", "-93", "100", "10:14:16"
"INFINITUM4151_5", "D4:63:FE:6B:AC:06", "-93", "100", "10:14:19"
"INFINITUM4151_5", "D4:63:FE:6B:AC:06", "-95", "100", "10:14:21"
"INFINITUM4151_5", "D4:63:FE:6B:AC:06", "-94", "100", "10:14:23"
"INFINITUM4151_5", "D4:63:FE:6B:AC:06", "-95", "100", "10:14:26"
"INFINITUM4151_5", "D4:63:FE:6B:AC:06", "-93", "100", "10:14:28"
"INFINITUM4151_5", "D4:63:FE:6B:AC:06", "-90", "100", "10:14:31"
"INFINITUM4151_5", "D4:63:FE:6B:AC:06", "-92", "100", "10:14:33"
"INFINITUM4151_5", "D4:63:FE:6B:AC:06", "-91", "100", "10:14:35"
"INFINITUM4151_5", "D4:63:FE:6B:AC:06", "-92", "100", "10:14:38"
"INFINITUM4151_5", "D4:63:FE:6B:AC:06", "-91", "100", "10:14:40"
"INFINITUM4151_5", "D4:63:FE:6B:AC:06", "-90", "100", "10:14:43"
"INFINITUM4151_5", "D4:63:FE:6B:AC:06", "-90", "100", "10:14:45"
"INFINITUM4151_5", "D4:63:FE:6B:AC:06", "-92", "100", "10:14:48"
"INFINITUM4151_5", "D4:63:FE:6B:AC:06", "-92", "100", "10:14:50"
"INFINITUM4151_5", "D4:63:FE:6B:AC:06", "-91", "100", "10:14:53"
"INFINITUM4151_5", "D4:63:FE:6B:AC:06", "-91", "100", "10:14:55"
"INFINITUM4151_5", "D4:63:FE:6B:AC:06", "-92", "100", "10:14:57"
"INFINITUM4151_5", "D4:63:FE:6B:AC:06", "-94", "100", "10:15:00"
"", "5E:A4:F4:F4:58:54", "-67", "48", "10:14:14"
"", "5E:A4:F4:F4:58:54", "-67", "48", "10:14:16"
"", "5E:A4:F4:F4:58:54", "-67", "48", "10:14:19"
"", "5E:A4:F4:F4:58:54", "-67", "48", "10:14:21"
"", "5E:A4:F4:F4:58:54", "-67", "48", "10:14:23"
"", "5E:A4:F4:F4:58:54", "-69", "48", "10:14:26"
"", "5E:A4:F4:F4:58:54", "-69", "48", "10:14:28"
"", "5E:A4:F4:F4:58:54", "-69", "48", "10:14:31"
"", "5E:A4:F4:F4:58:54", "-73", "48", "10:14:33"
"", "5E:A4:F4:F4:58:54", "-71", "48", "10:14:35"
"", "5E:A4:F4:F4:58:54", "-71", "48", "10:14:38"
"", "5E:A4:F4:F4:58:54", "-68", "48", "10:14:40"
"", "5E:A4:F4:F4:58:54", "-67", "48", "10:14:43"
"", "5E:A4:F4:F4:58:54", "-67", "48", "10:14:45"
"", "5E:A4:F4:F4:58:54", "-72", "48", "10:14:48"
"", "5E:A4:F4:F4:58:54", "-72", "48", "10:14:50"
"", "5E:A4:F4:F4:58:54", "-72", "48", "10:14:53"
"", "5E:A4:F4:F4:58:54", "-72", "48", "10:14:55"
"", "5E:A4:F4:F4:58:54", "-64", "48", "10:14:57"
"", "5E:A4:F4:F4:58:54", "-64", "48", "10:15:00"
